2024-12-08 00:04:53,507 [39m[DEBUG][0;39m [SpringApplicationShutdownHook] [35m[o.s.b.a.ApplicationAvailabilityBean][0;39m: Application availability state ReadinessState changed from ACCEPTING_TRAFFIC to REFUSING_TRAFFIC
	at org.apache.catalina.valves.ErrorReportValve.invoke(ErrorReportValve.java:93)
	at org.apache.catalina.core.StandardEngineValve.invoke(StandardEngineValve.java:74)
	at org.apache.catalina.connector.CoyoteAdapter.service(CoyoteAdapter.java:344)
	at org.apache.coyote.http11.Http11Processor.service(Http11Processor.java:384)
	at org.apache.coyote.AbstractProcessorLight.process(AbstractProcessorLight.java:63)
	at org.apache.coyote.AbstractProtocol$ConnectionHandler.process(AbstractProtocol.java:905)
	at org.apache.tomcat.util.net.NioEndpoint$SocketProcessor.doRun(NioEndpoint.java:1741)
	at org.apache.tomcat.util.net.SocketProcessorBase.run(SocketProcessorBase.java:52)
	at org.apache.tomcat.util.threads.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1190)
	at org.apache.tomcat.util.threads.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:659)
	at org.apache.tomcat.util.threads.TaskThread$WrappingRunnable.run(TaskThread.java:63)
	at java.base/java.lang.Thread.run(Thread.java:842)
2024-12-08 00:05:15,860 [39m[DEBUG][0;39m [http-nio-18080-exec-2] [35m[o.s.w.s.m.s.DefaultHandlerExceptionResolver][0;39m: Resolved [org.springframework.web.servlet.resource.NoResourceFoundException: No static resource api/todo/status.]
2024-12-08 00:05:15,861 [39m[DEBUG][0;39m [http-nio-18080-exec-2] [35m[o.s.web.servlet.DispatcherServlet][0;39m: Completed 404 NOT_FOUND
2024-12-08 00:05:15,861 [39m[DEBUG][0;39m [http-nio-18080-exec-2] [35m[o.s.web.servlet.DispatcherServlet][0;39m: "ERROR" dispatch for GET "/error", parameters={}
2024-12-08 00:05:15,861 [39m[DEBUG][0;39m [http-nio-18080-exec-2] [35m[o.s.w.s.m.m.a.RequestMappingHandlerMapping][0;39m: Mapped to org.springframework.boot.autoconfigure.web.servlet.error.BasicErrorController#error(HttpServletRequest)
2024-12-08 00:05:15,862 [39m[DEBUG][0;39m [http-nio-18080-exec-2] [35m[o.s.w.s.m.m.a.HttpEntityMethodProcessor][0;39m: Using 'application/json', given [*/*] and supported [application/json, application/*+json]
2024-12-08 00:05:15,862 [39m[DEBUG][0;39m [http-nio-18080-exec-2] [35m[o.s.w.s.m.m.a.HttpEntityMethodProcessor][0;39m: Writing [{timestamp=Sun Dec 08 00:05:15 KST 2024, status=404, error=Not Found, path=/api/todo/status}]
2024-12-08 00:05:15,862 [39m[DEBUG][0;39m [http-nio-18080-exec-2] [35m[o.s.web.servlet.DispatcherServlet][0;39m: Exiting from "ERROR" dispatch, status 404
2024-12-08 00:07:07,663 [39m[DEBUG][0;39m [http-nio-18080-exec-5] [35m[o.s.web.servlet.DispatcherServlet][0;39m: GET "/api/todo/status", parameters={}
2024-12-08 00:07:07,665 [39m[DEBUG][0;39m [http-nio-18080-exec-5] [35m[o.s.w.s.h.SimpleUrlHandlerMapping][0;39m: Mapped to ResourceHttpRequestHandler [classpath [META-INF/resources/], classpath [resources/], classpath [static/], classpath [public/], ServletContext [/]]
2024-12-08 00:07:07,669 [39m[DEBUG][0;39m [http-nio-18080-exec-5] [35m[o.s.w.s.r.ResourceHttpRequestHandler][0;39m: Resource not found
2024-12-08 00:07:07,669 [39m[DEBUG][0;39m [http-nio-18080-exec-5] [35m[o.s.w.s.m.m.a.ExceptionHandlerExceptionResolver][0;39m: Using @ExceptionHandler net.happytodo.core.exception.CustomExceptionHandler#handleInvalidInputException(Exception, HandlerMethod, HttpServletRequest)
2024-12-08 00:07:07,669 [31m[WARN ][0;39m [http-nio-18080-exec-5] [35m[o.s.w.s.m.m.a.ExceptionHandlerExceptionResolver][0;39m: Failure in @ExceptionHandler net.happytodo.core.exception.CustomExceptionHandler#handleInvalidInputException(Exception, HandlerMethod, HttpServletRequest)
java.lang.IllegalStateException: Could not resolve parameter [1] in public org.springframework.http.ResponseEntity<net.happytodo.core.exception.ErrorResponse> net.happytodo.core.exception.CustomExceptionHandler.handleInvalidInputException(java.lang.Exception,org.springframework.web.method.HandlerMethod,jakarta.servlet.http.HttpServletRequest): No suitable resolver
	at org.springframework.web.method.support.InvocableHandlerMethod.getMethodArgumentValues(InvocableHandlerMethod.java:221)
	at org.springframework.web.method.support.InvocableHandlerMethod.invokeForRequest(InvocableHandlerMethod.java:178)
	at org.springframework.web.servlet.mvc.method.annotation.ServletInvocableHandlerMethod.invokeAndHandle(ServletInvocableHandlerMethod.java:118)
	at org.springframework.web.servlet.mvc.method.annotation.ExceptionHandlerExceptionResolver.doResolveHandlerMethodException(ExceptionHandlerExceptionResolver.java:432)
	at org.springframework.web.servlet.handler.AbstractHandlerMethodExceptionResolver.doResolveException(AbstractHandlerMethodExceptionResolver.java:74)
	at org.springframework.web.servlet.handler.AbstractHandlerExceptionResolver.resolveException(AbstractHandlerExceptionResolver.java:175)
	at org.springframework.web.servlet.handler.HandlerExceptionResolverComposite.resolveException(HandlerExceptionResolverComposite.java:80)
	at org.springframework.web.servlet.DispatcherServlet.processHandlerException(DispatcherServlet.java:1358)
	at org.springframework.web.servlet.DispatcherServlet.processDispatchResult(DispatcherServlet.java:1161)
	at org.springframework.web.servlet.DispatcherServlet.doDispatch(DispatcherServlet.java:1106)
	at org.springframework.web.servlet.DispatcherServlet.doService(DispatcherServlet.java:979)
	at org.springframework.web.servlet.FrameworkServlet.processRequest(FrameworkServlet.java:1014)
	at org.springframework.web.servlet.FrameworkServlet.doGet(FrameworkServlet.java:903)
	at jakarta.servlet.http.HttpServlet.service(HttpServlet.java:564)
	at org.springframework.web.servlet.FrameworkServlet.service(FrameworkServlet.java:885)
	at jakarta.servlet.http.HttpServlet.service(HttpServlet.java:658)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:195)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:140)
	at org.apache.tomcat.websocket.server.WsFilter.doFilter(WsFilter.java:51)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:164)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:140)
	at org.springframework.web.filter.RequestContextFilter.doFilterInternal(RequestContextFilter.java:100)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:116)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:164)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:140)
	at org.springframework.web.filter.FormContentFilter.doFilterInternal(FormContentFilter.java:93)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:116)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:164)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:140)
	at org.springframework.web.filter.CharacterEncodingFilter.doFilterInternal(CharacterEncodingFilter.java:201)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:116)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:164)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:140)
	at org.apache.catalina.core.StandardWrapperValve.invoke(StandardWrapperValve.java:167)
	at org.apache.catalina.core.StandardContextValve.invoke(StandardContextValve.java:90)
	at org.apache.catalina.authenticator.AuthenticatorBase.invoke(AuthenticatorBase.java:483)
	at org.apache.catalina.core.StandardHostValve.invoke(StandardHostValve.java:115)
	at org.apache.catalina.valves.ErrorReportValve.invoke(ErrorReportValve.java:93)
	at org.apache.catalina.core.StandardEngineValve.invoke(StandardEngineValve.java:74)
	at org.apache.catalina.connector.CoyoteAdapter.service(CoyoteAdapter.java:344)
	at org.apache.coyote.http11.Http11Processor.service(Http11Processor.java:384)
	at org.apache.coyote.AbstractProcessorLight.process(AbstractProcessorLight.java:63)
	at org.apache.coyote.AbstractProtocol$ConnectionHandler.process(AbstractProtocol.java:905)
	at org.apache.tomcat.util.net.NioEndpoint$SocketProcessor.doRun(NioEndpoint.java:1741)
	at org.apache.tomcat.util.net.SocketProcessorBase.run(SocketProcessorBase.java:52)
	at org.apache.tomcat.util.threads.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1190)
	at org.apache.tomcat.util.threads.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:659)
	at org.apache.tomcat.util.threads.TaskThread$WrappingRunnable.run(TaskThread.java:63)
	at java.base/java.lang.Thread.run(Thread.java:842)
2024-12-08 00:07:07,670 [39m[DEBUG][0;39m [http-nio-18080-exec-5] [35m[o.s.w.s.m.s.DefaultHandlerExceptionResolver][0;39m: Resolved [org.springframework.web.servlet.resource.NoResourceFoundException: No static resource api/todo/status.]
2024-12-08 00:07:07,670 [39m[DEBUG][0;39m [http-nio-18080-exec-5] [35m[o.s.web.servlet.DispatcherServlet][0;39m: Completed 404 NOT_FOUND
2024-12-08 00:07:07,671 [39m[DEBUG][0;39m [http-nio-18080-exec-5] [35m[o.s.web.servlet.DispatcherServlet][0;39m: "ERROR" dispatch for GET "/error", parameters={}
2024-12-08 00:07:07,672 [39m[DEBUG][0;39m [http-nio-18080-exec-5] [35m[o.s.w.s.m.m.a.RequestMappingHandlerMapping][0;39m: Mapped to org.springframework.boot.autoconfigure.web.servlet.error.BasicErrorController#errorHtml(HttpServletRequest, HttpServletResponse)
2024-12-08 00:07:07,690 [39m[DEBUG][0;39m [http-nio-18080-exec-5] [35m[o.s.w.s.v.ContentNegotiatingViewResolver][0;39m: Selected 'text/html' given [text/html, text/html;q=0.8]
2024-12-08 00:07:07,695 [39m[DEBUG][0;39m [http-nio-18080-exec-5] [35m[o.s.web.servlet.DispatcherServlet][0;39m: Exiting from "ERROR" dispatch, status 404
2024-12-08 00:09:35,567 [39m[DEBUG][0;39m [http-nio-18080-exec-7] [35m[o.s.web.servlet.DispatcherServlet][0;39m: GET "/api/todo/status", parameters={}
2024-12-08 00:09:35,568 [39m[DEBUG][0;39m [http-nio-18080-exec-7] [35m[o.s.w.s.h.SimpleUrlHandlerMapping][0;39m: Mapped to ResourceHttpRequestHandler [classpath [META-INF/resources/], classpath [resources/], classpath [static/], classpath [public/], ServletContext [/]]
2024-12-08 00:09:35,569 [39m[DEBUG][0;39m [http-nio-18080-exec-7] [35m[o.s.w.s.r.ResourceHttpRequestHandler][0;39m: Resource not found
2024-12-08 00:09:35,569 [39m[DEBUG][0;39m [http-nio-18080-exec-7] [35m[o.s.w.s.m.m.a.ExceptionHandlerExceptionResolver][0;39m: Using @ExceptionHandler net.happytodo.core.exception.CustomExceptionHandler#handleInvalidInputException(Exception, HandlerMethod, HttpServletRequest)
2024-12-08 00:09:35,569 [31m[WARN ][0;39m [http-nio-18080-exec-7] [35m[o.s.w.s.m.m.a.ExceptionHandlerExceptionResolver][0;39m: Failure in @ExceptionHandler net.happytodo.core.exception.CustomExceptionHandler#handleInvalidInputException(Exception, HandlerMethod, HttpServletRequest)
java.lang.IllegalStateException: Could not resolve parameter [1] in public org.springframework.http.ResponseEntity<net.happytodo.core.exception.ErrorResponse> net.happytodo.core.exception.CustomExceptionHandler.handleInvalidInputException(java.lang.Exception,org.springframework.web.method.HandlerMethod,jakarta.servlet.http.HttpServletRequest): No suitable resolver
	at org.springframework.web.method.support.InvocableHandlerMethod.getMethodArgumentValues(InvocableHandlerMethod.java:221)
	at org.springframework.web.method.support.InvocableHandlerMethod.invokeForRequest(InvocableHandlerMethod.java:178)
	at org.springframework.web.servlet.mvc.method.annotation.ServletInvocableHandlerMethod.invokeAndHandle(ServletInvocableHandlerMethod.java:118)
	at org.springframework.web.servlet.mvc.method.annotation.ExceptionHandlerExceptionResolver.doResolveHandlerMethodException(ExceptionHandlerExceptionResolver.java:432)
	at org.springframework.web.servlet.handler.AbstractHandlerMethodExceptionResolver.doResolveException(AbstractHandlerMethodExceptionResolver.java:74)
	at org.springframework.web.servlet.handler.AbstractHandlerExceptionResolver.resolveException(AbstractHandlerExceptionResolver.java:175)
	at org.springframework.web.servlet.handler.HandlerExceptionResolverComposite.resolveException(HandlerExceptionResolverComposite.java:80)
	at org.springframework.web.servlet.DispatcherServlet.processHandlerException(DispatcherServlet.java:1358)
	at org.springframework.web.servlet.DispatcherServlet.processDispatchResult(DispatcherServlet.java:1161)
	at org.springframework.web.servlet.DispatcherServlet.doDispatch(DispatcherServlet.java:1106)
	at org.springframework.web.servlet.DispatcherServlet.doService(DispatcherServlet.java:979)
	at org.springframework.web.servlet.FrameworkServlet.processRequest(FrameworkServlet.java:1014)
	at org.springframework.web.servlet.FrameworkServlet.doGet(FrameworkServlet.java:903)
	at jakarta.servlet.http.HttpServlet.service(HttpServlet.java:564)
	at org.springframework.web.servlet.FrameworkServlet.service(FrameworkServlet.java:885)
	at jakarta.servlet.http.HttpServlet.service(HttpServlet.java:658)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:195)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:140)
	at org.apache.tomcat.websocket.server.WsFilter.doFilter(WsFilter.java:51)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:164)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:140)
	at org.springframework.web.filter.RequestContextFilter.doFilterInternal(RequestContextFilter.java:100)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:116)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:164)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:140)
	at org.springframework.web.filter.FormContentFilter.doFilterInternal(FormContentFilter.java:93)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:116)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:164)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:140)
	at org.springframework.web.filter.CharacterEncodingFilter.doFilterInternal(CharacterEncodingFilter.java:201)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:116)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:164)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:140)
	at org.apache.catalina.core.StandardWrapperValve.invoke(StandardWrapperValve.java:167)
